   224/299     4.74G   0.01501  0.004149         0   0.01916        12       640     0.969    0.9389    0.9733    0.9281   0.01959    0.0113         0
   225/299     4.74G    0.0147  0.003974         0   0.01867         5       640    0.9679     0.939    0.9734    0.9281    0.0196   0.01131         0
   226/299     4.74G   0.01478   0.00402         0    0.0188        11       640     0.969    0.9379    0.9734    0.9278   0.01961   0.01131         0
   227/299     4.74G   0.01476   0.00402         0   0.01878        16       640     0.968     0.939    0.9735    0.9281    0.0196   0.01132         0
   228/299     4.74G   0.01491  0.004036         0   0.01894        18       640     0.968    0.9389    0.9736     0.928   0.01961   0.01132         0
   229/299     4.74G   0.01492   0.00401         0   0.01893        11       640    0.9721    0.9357    0.9736    0.9282   0.01961   0.01133         0
   230/299     4.74G   0.01471  0.004042         0   0.01875        11       640    0.9731    0.9357    0.9737     0.928   0.01963   0.01134         0
   231/299     4.74G   0.01476  0.003976         0   0.01874        24       640     0.973    0.9359    0.9738    0.9284   0.01964   0.01134         0
   232/299     4.74G   0.01498  0.003991         0   0.01897        11       640     0.973    0.9359    0.9738    0.9285   0.01965   0.01134         0
   233/299     4.74G   0.01497  0.004115         0   0.01908        12       640     0.973    0.9359    0.9739    0.9282   0.01966   0.01135         0
   234/299     4.74G   0.01473  0.004071         0    0.0188         5       640     0.973    0.9359    0.9739    0.9282   0.01968   0.01135         0
   235/299     4.74G   0.01471  0.004121         0   0.01883         9       640    0.9731    0.9358    0.9738    0.9282   0.01971   0.01135         0
   236/299     4.74G   0.01456  0.003953         0   0.01851        17       640    0.9721    0.9369    0.9738    0.9284   0.01973   0.01136         0
   237/299     4.74G   0.01464   0.00393         0   0.01857        11       640     0.974    0.9349    0.9739    0.9284   0.01975   0.01136         0
   238/299     4.74G   0.01492  0.004127         0   0.01905        18       640    0.9738    0.9349    0.9739    0.9287   0.01976   0.01136         0
   239/299     4.74G    0.0147  0.004053         0   0.01876         6       640     0.969     0.939     0.974    0.9286   0.01978   0.01136         0
   240/299     4.74G   0.01482  0.003953         0   0.01878        18       640     0.969    0.9389     0.974    0.9284    0.0198   0.01136         0
   241/299     4.74G   0.01457  0.004009         0   0.01858        10       640    0.9721    0.9369     0.974    0.9287    0.0198   0.01137         0
   242/299     4.74G   0.01459  0.004055         0   0.01865         9       640    0.9721    0.9369     0.974    0.9285    0.0198   0.01137         0
   243/299     4.74G   0.01459  0.004066         0   0.01865         6       640    0.9701     0.939    0.9739    0.9286    0.0198   0.01138         0
   244/299     4.74G   0.01453  0.003967         0    0.0185        20       640     0.972    0.9369    0.9739    0.9292    0.0198   0.01138         0
   245/299     4.74G    0.0148  0.004007         0    0.0188        20       640    0.9721    0.9369     0.974    0.9294    0.0198   0.01139         0
   246/299     4.74G   0.01439  0.003964         0   0.01835        21       640    0.9721    0.9369    0.9741     0.929    0.0198   0.01139         0
   247/299     4.74G   0.01444   0.00398         0   0.01842         9       640    0.9726    0.9359    0.9741    0.9289    0.0198   0.01139         0
   248/299     4.74G    0.0146  0.004019         0   0.01862        15       640    0.9708     0.938    0.9741     0.929   0.01981    0.0114         0
   249/299     4.74G   0.01434  0.004052         0   0.01839        11       640    0.9711    0.9379    0.9741     0.929   0.01982   0.01141         0
   250/299     4.74G    0.0144  0.003975         0   0.01837         8       640    0.9711    0.9379    0.9741    0.9291   0.01983   0.01141         0
   251/299     4.74G   0.01418  0.003914         0   0.01809        16       640    0.9671     0.942    0.9742    0.9291   0.01983   0.01141         0
   252/299     4.74G   0.01442  0.003892         0   0.01832         8       640     0.967    0.9421    0.9743    0.9292   0.01984   0.01142         0
   253/299     4.74G   0.01422  0.003987         0   0.01821        13       640    0.9742    0.9357    0.9745    0.9294   0.01985   0.01142         0
   254/299     4.74G   0.01431  0.003931         0   0.01824         7       640    0.9671     0.942    0.9746    0.9297   0.01985   0.01142         0
   255/299     4.74G   0.01424  0.003906         0   0.01815        14       640    0.9661    0.9431    0.9748    0.9299   0.01986   0.01142         0
   256/299     4.74G   0.01412  0.003995         0   0.01811         9       640    0.9671     0.942    0.9749    0.9302   0.01986   0.01143         0
   257/299     4.74G   0.01413  0.003868         0     0.018        11       640    0.9671     0.942     0.975    0.9303   0.01986   0.01144         0
   258/299     4.74G   0.01426  0.003919         0   0.01818         8       640    0.9671     0.942     0.975    0.9302   0.01986   0.01144         0
   259/299     4.74G   0.01417   0.00388         0   0.01805         7       640    0.9671     0.942     0.975    0.9305   0.01987   0.01145         0
   260/299     4.74G   0.01403  0.003841         0   0.01787         9       640    0.9681     0.941     0.975    0.9304   0.01987   0.01145         0
   261/299     4.74G   0.01444  0.003967         0   0.01841         7       640    0.9681     0.942    0.9752      0.93   0.01988   0.01146         0
   262/299     4.74G   0.01445  0.003876         0   0.01832        15       640    0.9645    0.9452    0.9752    0.9304   0.01989   0.01146         0
   263/299     4.74G   0.01415  0.003919         0   0.01807        12       640    0.9648    0.9452    0.9754    0.9307   0.01991   0.01146         0
   264/299     4.74G   0.01409  0.003887         0   0.01798        14       640    0.9681    0.9418    0.9754    0.9302   0.01993   0.01146         0
   265/299     4.74G   0.01412  0.003903         0   0.01803        20       640    0.9681    0.9418    0.9755    0.9301   0.01995   0.01146         0
   266/299     4.74G    0.0142   0.00389         0   0.01809        10       640    0.9641    0.9451    0.9755    0.9311   0.01996   0.01147         0
   267/299     4.74G   0.01431   0.00386         0   0.01817         6       640    0.9671     0.942    0.9755    0.9313   0.01998   0.01147         0
   268/299     4.74G   0.01416  0.003861         0   0.01802        12       640    0.9641    0.9451    0.9754     0.931   0.01999   0.01148         0
   269/299     4.74G   0.01383  0.003831         0   0.01766         7       640    0.9651    0.9441    0.9755     0.931      0.02   0.01148         0
   270/299     4.74G   0.01413  0.003936         0   0.01807        17       640    0.9681    0.9421    0.9755    0.9312   0.02001   0.01149         0
   271/299     4.74G   0.01399  0.003807         0   0.01779        11       640    0.9681    0.9418    0.9755    0.9312   0.02002   0.01149         0
   272/299     4.74G   0.01397  0.003871         0   0.01784        12       640    0.9671    0.9431    0.9755    0.9314   0.02004    0.0115         0
   273/299     4.74G   0.01419  0.003935         0   0.01812         6       640    0.9671    0.9431    0.9755    0.9315   0.02005    0.0115         0
   274/299     4.74G   0.01423   0.00398         0   0.01821        16       640    0.9651    0.9441    0.9755    0.9314   0.02007   0.01151         0
   275/299     4.74G   0.01383  0.003806         0   0.01764         7       640     0.967    0.9421    0.9754    0.9315   0.02008   0.01151         0
   276/299     4.74G     0.014  0.003894         0    0.0179        14       640    0.9648    0.9442    0.9754    0.9325    0.0201   0.01151         0
   277/299     4.74G   0.01395  0.003866         0   0.01782        15       640    0.9661    0.9431    0.9756    0.9324   0.02013   0.01152         0
   278/299     4.74G   0.01415  0.003858         0   0.01801        10       640    0.9681    0.9419    0.9756    0.9322   0.02014   0.01152         0
   279/299     4.74G   0.01387  0.003778         0   0.01765        10       640    0.9681    0.9418    0.9756    0.9325   0.02016   0.01152         0
   280/299     4.74G   0.01394  0.003696         0   0.01763        10       640     0.967    0.9431    0.9758    0.9321   0.02019   0.01153         0
   281/299     4.74G     0.014  0.003908         0   0.01791        13       640    0.9671    0.9429    0.9758    0.9315   0.02021   0.01153         0
   282/299     4.74G   0.01404  0.003819         0   0.01786        19       640    0.9661     0.944    0.9761    0.9313   0.02024   0.01154         0
   283/299     4.74G   0.01391  0.003759         0   0.01767        13       640    0.9668    0.9431     0.976     0.931   0.02027   0.01154         0
   284/299     4.74G   0.01387  0.003745         0   0.01762         9       640     0.967    0.9431    0.9759    0.9313    0.0203   0.01154         0
   285/299     4.74G   0.01379  0.003827         0   0.01762         6       640     0.967    0.9431     0.976    0.9314   0.02033   0.01155         0
   286/299     4.74G   0.01399  0.003817         0    0.0178        10       640    0.9651    0.9442     0.976    0.9311   0.02035   0.01155         0
   287/299     4.74G   0.01389  0.003676         0   0.01756         4       640    0.9651    0.9442     0.976    0.9312   0.02037   0.01156         0
   288/299     4.74G   0.01376  0.003797         0   0.01755         8       640      0.97      0.94     0.976    0.9315    0.0204   0.01156         0
   289/299     4.74G   0.01381  0.003891         0   0.01771         9       640    0.9701      0.94    0.9759    0.9314   0.02042   0.01157         0
   290/299     4.74G    0.0139  0.003893         0    0.0178        12       640    0.9752    0.9358    0.9759    0.9315   0.02044   0.01157         0
   291/299     4.74G   0.01387  0.003877         0   0.01774        15       640    0.9701      0.94    0.9759    0.9309   0.02046   0.01158         0
   292/299     4.74G   0.01365   0.00376         0   0.01741        11       640    0.9711      0.94    0.9759    0.9311   0.02046   0.01159         0
   293/299     4.74G   0.01376  0.003788         0   0.01755        20       640    0.9661    0.9442    0.9758    0.9317   0.02047   0.01159         0
   294/299     4.74G   0.01382  0.003901         0   0.01772        11       640    0.9661     0.944    0.9759    0.9316   0.02048   0.01159         0
   295/299     4.74G   0.01361  0.003821         0   0.01743        16       640    0.9721    0.9383    0.9758    0.9317   0.02049    0.0116         0
   296/299     4.74G   0.01378  0.003746         0   0.01752        14       640    0.9721     0.939    0.9758    0.9316    0.0205   0.01161         0
   297/299     4.74G   0.01385  0.003801         0   0.01766         9       640      0.97    0.9411    0.9758    0.9315   0.02052   0.01161         0
   298/299     4.74G   0.01379  0.003849         0   0.01764         7       640     0.971    0.9411    0.9758    0.9317   0.02053   0.01162         0
   299/299     4.74G    0.0134  0.003637         0   0.01704        14       640    0.9722    0.9399     0.976    0.9318   0.02053   0.01162         0
